# Output from https://query.wikidata.org/#SELECT%20%3Ftype%20%3FtypeLabel%20%23%3Fsubtype%20%3FsubtypeLabel%20%23%28COUNT%28%3Fx%29%20AS%20%3Fcnt%29%0AWHERE%0A%7B%0A%09%3Ftype%20wdt%3AP31%2Fwdt%3AP279%2a%20wd%3AQ744913%20.%0A%09SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22en%22%20.%20%7D%0A%20%20%20%20%3Fsitelink%20schema%3Aabout%20%3Ftype%20.%0A%09%3Fsitelink%20schema%3AinLanguage%20%22en%22%20.%0A%20%20%20%20%3Fsitelink%20schema%3AisPartOf%20%5B%20wikibase%3AwikiGroup%20%22wikipedia%22%20%5D%20.%0A%7D
type	typeLabel
http://www.wikidata.org/entity/Q4055771	2011 Pointe-Noire Trans Air Congo An-12 crash
http://www.wikidata.org/entity/Q4055766	UTair Flight 471
http://www.wikidata.org/entity/Q4055779	1950 Sverdlovsk air disaster
http://www.wikidata.org/entity/Q4055780	1961 Yuba City B-52 crash
http://www.wikidata.org/entity/Q4055776	Agni Air Flight 101
http://www.wikidata.org/entity/Q4055773	Katekavia Flight 9357
http://www.wikidata.org/entity/Q2822721	1994 Black Hawk shootdown incident
http://www.wikidata.org/entity/Q2822718	2012 Sudan Antonov An-26 crash
http://www.wikidata.org/entity/Q2753195	Grand Canyon Airlines Flight 6
http://www.wikidata.org/entity/Q2822708	2005 Iranian Air Force C-130 crash
http://www.wikidata.org/entity/Q2822710	2003 Iran Ilyushin Il-76 crash
http://www.wikidata.org/entity/Q2746913	Air Canada Flight 621
http://www.wikidata.org/entity/Q2822697	Air France Flight 152
http://www.wikidata.org/entity/Q2822713	Atlantic Airways Flight 670
http://www.wikidata.org/entity/Q2707543	2008 Mexico City Learjet crash
http://www.wikidata.org/entity/Q2822723	1973 Paris Air Show crash
http://www.wikidata.org/entity/Q2822709	2012 Kenya Police helicopter crash
http://www.wikidata.org/entity/Q2784125	Singapore Airlines Flight 117
http://www.wikidata.org/entity/Q2822699	1955 MacArthur Airport United Airlines crash
http://www.wikidata.org/entity/Q435223	Birgenair Flight 301
http://www.wikidata.org/entity/Q406599	Air New Zealand Flight 901
http://www.wikidata.org/entity/Q406535	Air France Flight 4590
http://www.wikidata.org/entity/Q406609	Air Transat Flight 236
http://www.wikidata.org/entity/Q4116581	June 2012 interception of Turkish aircraft
http://www.wikidata.org/entity/Q4118734	United Airlines Flight 610
http://www.wikidata.org/entity/Q4117937	Libyan Arab Airlines Flight 1103
http://www.wikidata.org/entity/Q4071388	Japan Airlines Flight 2
http://www.wikidata.org/entity/Q4115786	TWA Flight 903
http://www.wikidata.org/entity/Q4119077	United Airlines Flight 608
http://www.wikidata.org/entity/Q4118471	1959 Turkish Airlines Gatwick crash
http://www.wikidata.org/entity/Q4118137	Emirates Flight 407
http://www.wikidata.org/entity/Q4055787	Cyprus Airways Flight 284
http://www.wikidata.org/entity/Q4118954	Northwest Airlines Flight 2
http://www.wikidata.org/entity/Q921029	2011 Silk Way Airlines Ilyushin Il-76 crash
http://www.wikidata.org/entity/Q950273	1986 Mozambican Tupolev Tu-134 crash
http://www.wikidata.org/entity/Q935682	Sudan Airways Flight 139
http://www.wikidata.org/entity/Q941612	American Airlines Flight 965
http://www.wikidata.org/entity/Q947452	ValuJet Flight 592
http://www.wikidata.org/entity/Q929721	USAir Flight 427
http://www.wikidata.org/entity/Q947605	First Air Flight 6560
http://www.wikidata.org/entity/Q926160	Aerolíneas Argentinas Flight 322
http://www.wikidata.org/entity/Q2043000	1933 United Airlines Boeing 247 mid-air explosion
http://www.wikidata.org/entity/Q2020397	Aria Air Flight 1525
http://www.wikidata.org/entity/Q2054084	LOT Polish Airlines Flight 16
http://www.wikidata.org/entity/Q2047975	Bjørnøya Accident
http://www.wikidata.org/entity/Q2033524	Red Wings Airlines Flight 9268
http://www.wikidata.org/entity/Q2078823	1960 New York air disaster
http://www.wikidata.org/entity/Q2010333	2012 Norwegian Air Force C-130 crash
http://www.wikidata.org/entity/Q2062178	Kegworth air disaster
http://www.wikidata.org/entity/Q2025205	Sosoliso Airlines Flight 1145
http://www.wikidata.org/entity/Q458321	Korean Air Lines Flight 902
http://www.wikidata.org/entity/Q435572	British Airways Flight 5390
http://www.wikidata.org/entity/Q435806	China Airlines Flight 611
http://www.wikidata.org/entity/Q452157	Mechelen incident
http://www.wikidata.org/entity/Q448597	Sabena OO-AUB Ostend crash
http://www.wikidata.org/entity/Q435605	British Airways Flight 9
http://www.wikidata.org/entity/Q461911	Swissair Flight 111
http://www.wikidata.org/entity/Q462847	United Airlines Flight 585
http://www.wikidata.org/entity/Q460476	One-Two-GO Airlines Flight 269
http://www.wikidata.org/entity/Q462716	Turkish Airlines Flight 981
http://www.wikidata.org/entity/Q962966	BOAC Flight 781
http://www.wikidata.org/entity/Q1012788	Bristow Flight 56C
http://www.wikidata.org/entity/Q1014658	Andersen Air Force Base B-2 accident
http://www.wikidata.org/entity/Q1037884	Turkish Airlines Flight 634
http://www.wikidata.org/entity/Q962475	Tuninter Flight 1153
http://www.wikidata.org/entity/Q951088	Iran Air Flight 277
http://www.wikidata.org/entity/Q967315	1992 European Community Monitor Mission helicopter downing
http://www.wikidata.org/entity/Q994581	Japan Airlines Flight 350
http://www.wikidata.org/entity/Q2853075	TAP Portugal Flight 425
http://www.wikidata.org/entity/Q2909812	1997 Israeli helicopter disaster
http://www.wikidata.org/entity/Q2918683	2010 IAF Sikorsky CH-53 crash
